粘性,钝度,二维,外-激波后第0激波后马赫数,外-激波后第0激波后方向角,外-激波后第0激波后压缩角,外-激波后第0激波后流道高H,外-激波后第0激波后收缩比,外-激波后第0激波后sigma,外-激波后第1激波后马赫数,外-激波后第1激波后方向角,外-激波后第1激波后压缩角,外-激波后第1激波后流道高H,外-激波后第1激波后收缩比,外-激波后第1激波后sigma,外-激波后第2激波后马赫数,外-激波后第2激波后方向角,外-激波后第2激波后压缩角,外-激波后第2激波后流道高H,外-激波后第2激波后收缩比,外-激波后第2激波后sigma,外-激波后第3激波后马赫数,外-激波后第3激波后方向角,外-激波后第3激波后压缩角,外-激波后第3激波后流道高H,外-激波后第3激波后收缩比,外-激波后第3激波后sigma,内-激波后第0激波后马赫数,内-激波后第0激波后方向角,内-激波后第0激波后压缩角,内-激波后第0激波后流道高H,内-激波后第0激波后收缩比,内-激波后第0激波后sigma,内-激波后第1激波后马赫数,内-激波后第1激波后方向角,内-激波后第1激波后压缩角,内-激波后第1激波后流道高H,内-激波后第1激波后收缩比,内-激波后第1激波后sigma,内-激波后第2激波后马赫数,内-激波后第2激波后方向角,内-激波后第2激波后压缩角,内-激波后第2激波后流道高H,内-激波后第2激波后收缩比,内-激波后第2激波后sigma,压缩位置外压缩段风轴Cr,压缩位置外压缩段体轴Cr,压缩位置外压缩段长度,压缩位置外压缩段高度,压缩位置外压缩段阻力,压缩位置外压缩段比阻,压缩位置内压缩段风轴Cr,压缩位置内压缩段体轴Cr,压缩位置内压缩段长度,压缩位置内压缩段高度,压缩位置内压缩段阻力,压缩位置内压缩段比阻,压缩位置总_压_缩风轴Cr,压缩位置总_压_缩体轴Cr,压缩位置总_压_缩长度,压缩位置总_压_缩高度,压缩位置总_压_缩阻力,压缩位置总_压_缩比阻,每米宽度流量
0,0,1,4,0,0,198.907,1,1,3.579,5.845,5.845,137.985,1.442,0.982,3.191,12.126,6.281,97.447,2.041,0.967,2.987,15.9,3.774,80.478,2.472,0.964,2.987,15.9,15.9,96.016,1,0.964,2.568,7.406,8.494,66.06,1.453,0.941,2.253,0,7.406,50,1.92,0.931,2.472,2.472,588.07,198.91,2646,157.5,1.61,1.61,214.5,11.27,-379,-22.5,3.978,3.978,802.57,210.17,3025,180,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.248,11.126,7.281,102.7,1.937,0.968,2.985,15.9,4.774,80.5,2.471,0.963,2.985,15.9,15.9,96.036,1,0.963,2.664,9.406,6.494,71.526,1.343,0.952,2.251,0,9.406,50,1.921,0.929,2.471,2.471,644.88,198.91,2713,161.5,1.61,1.61,229.5,15.52,-455,-27.1,3.978,3.978,874.38,214.42,3168,188.5,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.248,11.126,7.281,102.7,1.937,0.968,2.985,15.9,4.774,80.5,2.471,0.963,2.985,15.9,15.9,95.986,1,0.963,2.566,7.406,8.494,66.051,1.453,0.94,2.252,0,7.406,50,1.92,0.93,2.471,2.471,644.88,198.91,2648,157.6,1.61,1.61,214.35,11.26,-379,-22.5,3.978,3.978,859.24,210.16,3026,180.1,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.375,9.126,5.281,113.929,1.746,0.984,2.987,15.9,6.774,80.291,2.477,0.967,2.987,15.9,15.9,96.089,1,0.967,2.666,9.406,6.494,71.548,1.343,0.956,2.253,0,9.406,50,1.922,0.934,2.477,2.477,644.88,198.91,2709,161.3,1.606,1.606,229.77,15.54,-456,-27.2,3.978,3.978,874.65,214.45,3166,188.4,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.375,9.126,5.281,113.929,1.746,0.984,2.987,15.9,6.774,80.291,2.477,0.967,2.987,15.9,15.9,96.038,1,0.967,2.568,7.406,8.494,66.067,1.454,0.944,2.254,0,7.406,50,1.921,0.934,2.477,2.477,644.88,198.91,2644,157.4,1.606,1.606,214.6,11.27,-380,-22.6,3.978,3.978,859.48,210.18,3024,180,16.8
0,0,1,4,0,0,198.907,1,1,3.579,5.845,5.845,137.985,1.442,0.982,3.251,11.126,5.281,102.539,1.94,0.973,2.988,15.9,4.774,80.351,2.475,0.967,2.988,15.9,15.9,96.11,1,0.967,2.666,9.406,6.494,71.557,1.343,0.956,2.254,0,9.406,50,1.922,0.934,2.475,2.475,588.07,198.91,2708,161.2,1.607,1.607,229.88,15.55,-456,-27.1,3.978,3.978,817.95,214.46,3164,188.3,16.8
0,0,1,4,0,0,198.907,1,1,3.579,5.845,5.845,137.985,1.442,0.982,3.251,11.126,5.281,102.539,1.94,0.973,2.988,15.9,4.774,80.351,2.475,0.967,2.988,15.9,15.9,96.06,1,0.967,2.569,7.406,8.494,66.073,1.454,0.944,2.255,0,7.406,50,1.921,0.934,2.475,2.475,588.07,198.91,2643,157.3,1.607,1.607,214.7,11.28,-380,-22.6,3.978,3.978,802.77,210.19,3023,179.9,16.8
0,0,1,4,0,0,198.907,1,1,3.593,5.647,5.647,139.547,1.425,0.984,3.374,9.126,3.479,114.095,1.743,0.981,2.986,15.9,6.774,80.421,2.473,0.964,2.986,15.9,15.9,96.06,1,0.964,2.665,9.406,6.494,71.536,1.343,0.954,2.252,0,9.406,50,1.921,0.931,2.473,2.473,593.45,198.91,2711,161.4,1.608,1.608,229.62,15.53,-455,-27.1,3.978,3.978,823.07,214.43,3167,188.5,16.8
0,0,1,4,0,0,198.907,1,1,3.593,5.647,5.647,139.547,1.425,0.984,3.374,9.126,3.479,114.095,1.743,0.981,2.986,15.9,6.774,80.421,2.473,0.964,2.986,15.9,15.9,96.01,1,0.964,2.567,7.406,8.494,66.058,1.453,0.942,2.253,0,7.406,50,1.92,0.931,2.473,2.473,593.45,198.91,2646,157.5,1.608,1.608,214.47,11.26,-379,-22.6,3.978,3.978,807.92,210.17,3025,180.1,16.8
0,0,1,4,0,0,198.907,1,1,3.508,6.845,6.845,130.545,1.524,0.973,3.248,11.126,4.281,102.793,1.935,0.968,2.986,15.9,4.774,80.568,2.469,0.962,2.986,15.9,15.9,96.05,1,0.962,2.664,9.406,6.494,71.531,1.343,0.952,2.252,0,9.406,50,1.921,0.929,2.469,2.469,561.69,198.91,2712,161.4,1.611,1.611,229.57,15.52,-454,-27,3.978,3.978,791.25,214.43,3166,188.5,16.8
0,0,1,4,0,0,198.907,1,1,3.508,6.845,6.845,130.545,1.524,0.973,3.248,11.126,4.281,102.793,1.935,0.968,2.986,15.9,4.774,80.568,2.469,0.962,2.986,15.9,15.9,96,1,0.962,2.567,7.406,8.494,66.055,1.453,0.94,2.253,0,7.406,50,1.92,0.929,2.469,2.469,561.69,198.91,2647,157.5,1.611,1.611,214.42,11.26,-378,-22.5,3.978,3.978,776.1,210.17,3025,180.1,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.375,9.126,4.281,113.938,1.746,0.984,2.988,15.9,6.774,80.295,2.477,0.967,2.988,15.9,15.9,96.095,1,0.967,2.666,9.406,6.494,71.55,1.343,0.957,2.253,0,9.406,50,1.922,0.934,2.477,2.477,615.78,198.91,2709,161.3,1.606,1.606,229.8,15.54,-456,-27.2,3.978,3.978,845.58,214.45,3165,188.4,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.375,9.126,4.281,113.938,1.746,0.984,2.988,15.9,6.774,80.295,2.477,0.967,2.988,15.9,15.9,96.044,1,0.967,2.569,7.406,8.494,66.069,1.454,0.945,2.254,0,7.406,50,1.921,0.934,2.477,2.477,615.78,198.91,2644,157.4,1.606,1.606,214.63,11.27,-380,-22.6,3.978,3.978,830.42,210.18,3024,180,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.251,11.126,6.281,102.502,1.941,0.973,2.988,15.9,4.774,80.324,2.476,0.967,2.988,15.9,15.9,96.106,1,0.967,2.666,9.406,6.494,71.555,1.343,0.957,2.254,0,9.406,50,1.922,0.934,2.476,2.476,615.78,198.91,2708,161.2,1.606,1.606,229.86,15.55,-456,-27.1,3.978,3.978,845.65,214.45,3164,188.4,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.251,11.126,6.281,102.502,1.941,0.973,2.988,15.9,4.774,80.324,2.476,0.967,2.988,15.9,15.9,96.056,1,0.967,2.569,7.406,8.494,66.072,1.454,0.945,2.254,0,7.406,50,1.921,0.934,2.476,2.476,615.78,198.91,2643,157.3,1.606,1.606,214.69,11.28,-380,-22.6,3.978,3.978,830.47,210.18,3023,179.9,16.8
0,0,1,4,0,0,198.907,1,1,3.791,2.845,2.845,165.139,1.204,0.998,3.372,9.126,6.281,114.143,1.743,0.979,2.985,15.9,6.774,80.469,2.472,0.963,2.985,15.9,15.9,96.026,1,0.963,2.663,9.406,6.494,71.521,1.343,0.952,2.251,0,9.406,50,1.921,0.929,2.472,2.472,675.4,198.91,2713,161.5,1.609,1.609,229.44,15.51,-455,-27.1,3.978,3.978,904.85,214.42,3168,188.6,16.8
0,0,1,4,0,0,198.907,1,1,3.791,2.845,2.845,165.139,1.204,0.998,3.372,9.126,6.281,114.143,1.743,0.979,2.985,15.9,6.774,80.469,2.472,0.963,2.985,15.9,15.9,95.976,1,0.963,2.566,7.406,8.494,66.048,1.453,0.94,2.252,0,7.406,50,1.92,0.93,2.472,2.472,675.4,198.91,2648,157.6,1.609,1.609,214.31,11.25,-379,-22.5,3.978,3.978,889.71,210.16,3027,180.2,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.313,10.126,5.281,107.966,1.842,0.979,3.039,15,4.874,83.769,2.374,0.973,3.039,15,15,94.432,1,0.973,2.711,8.506,6.494,69.92,1.351,0.962,2.331,0,8.506,50,1.889,0.944,2.374,2.374,615.78,198.91,2501,148.9,1.675,1.675,228.61,13.49,-372,-22.1,3.978,3.978,844.4,212.4,2873,171,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.313,10.126,5.281,107.966,1.842,0.979,3.039,15,4.874,83.769,2.374,0.973,3.039,15,15,94.275,1,0.973,2.611,6.506,8.494,64.397,1.464,0.949,2.33,0,6.506,50,1.886,0.942,2.374,2.374,615.78,198.91,2440,145.2,1.675,1.675,213.03,9.48,-300,-17.9,3.978,3.978,828.81,208.39,2740,163.1,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.439,8.126,4.281,120.358,1.653,0.989,3.036,15,6.874,83.832,2.373,0.97,3.036,15,15,94.391,1,0.97,2.676,7.845,7.155,68.022,1.388,0.956,2.33,0,7.845,50,1.888,0.942,2.373,2.373,644.88,198.91,2484,147.9,1.677,1.677,223.22,12.09,-349,-20.8,3.978,3.978,868.1,211,2833,168.6,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.311,10.126,6.281,108.057,1.841,0.977,3.037,15,4.874,83.851,2.372,0.971,3.037,15,15,94.407,1,0.971,2.676,7.845,7.155,68.028,1.388,0.956,2.331,0,7.845,50,1.888,0.942,2.372,2.372,644.88,198.91,2483,147.8,1.677,1.677,223.3,12.1,-349,-20.8,3.978,3.978,868.19,211,2832,168.6,16.8
0,0,1,4,0,0,198.907,1,1,3.579,5.845,5.845,137.985,1.442,0.982,3.312,10.126,4.281,108.096,1.84,0.977,3.037,15,4.874,83.878,2.371,0.971,3.037,15,15,94.418,1,0.971,2.677,7.845,7.155,68.032,1.388,0.956,2.331,0,7.845,50,1.888,0.942,2.371,2.371,588.07,198.91,2482,147.7,1.678,1.678,223.36,12.1,-349,-20.8,3.978,3.978,811.43,211.01,2831,168.5,16.8
0,0,1,4,0,0,198.907,1,1,3.579,5.845,5.845,137.985,1.442,0.982,3.191,12.126,6.281,97.447,2.041,0.967,3.034,15,2.874,84.098,2.365,0.965,3.034,15,15,94.347,1,0.965,2.674,7.845,7.155,68.007,1.387,0.951,2.329,0,7.845,50,1.887,0.937,2.365,2.365,588.07,198.91,2487,148,1.682,1.682,222.99,12.08,-348,-20.7,3.978,3.978,811.06,210.98,2835,168.7,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.248,11.126,7.281,102.7,1.937,0.968,3.034,15,3.874,84.084,2.366,0.965,3.034,15,15,94.334,1,0.965,2.674,7.845,7.155,68.002,1.387,0.95,2.328,0,7.845,50,1.887,0.937,2.366,2.366,644.88,198.91,2488,148.1,1.682,1.682,222.92,12.07,-348,-20.7,3.978,3.978,867.8,210.98,2836,168.8,16.8
0,0,1,4,0,0,198.907,1,1,3.72,3.845,3.845,155.215,1.281,0.995,3.375,9.126,5.281,113.929,1.746,0.984,3.038,15,5.874,83.764,2.375,0.973,3.038,15,15,94.427,1,0.973,2.677,7.845,7.155,68.035,1.388,0.958,2.331,0,7.845,50,1.889,0.944,2.375,2.375,644.88,198.91,2482,147.7,1.675,1.675,223.41,12.1,-350,-20.8,3.978,3.978,868.29,211.01,2831,168.5,16.8
0,0,1,4,0,0,198.907,1,1,3.579,5.845,5.845,137.985,1.442,0.982,3.251,11.126,5.281,102.539,1.94,0.973,3.037,15,3.874,83.932,2.37,0.97,3.037,15,15,94.404,1,0.97,2.676,7.845,7.155,68.027,1.388,0.955,2.33,0,7.845,50,1.888,0.941,2.37,2.37,588.07,198.91,2483,147.8,1.679,1.679,223.29,12.1,-349,-20.8,3.978,3.978,811.36,211,2832,168.6,16.8
0,0,1,4,0,0,198.907,1,1,3.593,5.647,5.647,139.547,1.425,0.984,3.374,9.126,3.479,114.095,1.743,0.981,3.037,15,5.874,83.898,2.371,0.97,3.037,15,15,94.4,1,0.97,2.676,7.845,7.155,68.026,1.388,0.955,2.33,0,7.845,50,1.888,0.941,2.371,2.371,593.45,198.91,2483,147.8,1.678,1.678,223.26,12.09,-349,-20.8,3.978,3.978,816.71,211,2832,168.6,16.8
0,0,1,4,0,0,198.907,1,1,3.508,6.845,6.845,130.545,1.524,0.973,3.248,11.126,4.281,102.793,1.935,0.968,3.034,15,3.874,84.156,2.364,0.965,3.034,15,15,94.347,1,0.965,2.674,7.845,7.155,68.007,1.387,0.95,2.329,0,7.845,50,1.887,0.937,2.364,2.364,561.69,198.91,2487,148,1.683,1.683,222.99,12.08,-348,-20.7,3.978,3.978,784.68,210.98,2834,168.7,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.375,9.126,4.281,113.938,1.746,0.984,3.038,15,5.874,83.768,2.375,0.973,3.038,15,15,94.433,1,0.973,2.677,7.845,7.155,68.037,1.388,0.958,2.331,0,7.845,50,1.889,0.944,2.375,2.375,615.78,198.91,2481,147.7,1.675,1.675,223.44,12.11,-350,-20.8,3.978,3.978,839.22,211.01,2831,168.5,16.8
0,0,1,4,0,0,198.907,1,1,3.649,4.845,4.845,146.187,1.361,0.99,3.251,11.126,6.281,102.502,1.941,0.973,3.037,15,3.874,83.903,2.371,0.97,3.037,15,15,94.4,1,0.97,2.676,7.845,7.155,68.026,1.388,0.955,2.33,0,7.845,50,1.888,0.941,2.371,2.371,615.78,198.91,2483,147.8,1.678,1.678,223.27,12.09,-349,-20.8,3.978,3.978,839.05,211,2832,168.6,16.8
0,0,1,4,0,0,198.907,1,1,3.791,2.845,2.845,165.139,1.204,0.998,3.372,9.126,6.281,114.143,1.743,0.979,3.035,15,5.874,83.946,2.369,0.968,3.035,15,15,94.367,1,0.968,2.675,7.845,7.155,68.014,1.387,0.953,2.329,0,7.845,50,1.887,0.94,2.369,2.369,675.4,198.91,2486,147.9,1.679,1.679,223.1,12.08,-349,-20.7,3.978,3.978,898.5,210.99,2834,168.7,16.8
0,0,1,5,0,0,245.496,1,1,4.622,3.7,3.7,181.798,1.35,0.991,4.246,7.878,4.178,133.213,1.843,0.981,3.643,15.6,7.722,81.12,3.026,0.938,3.643,15.6,15.6,110.976,1,0.938,3.243,9.288,6.312,77.743,1.427,0.922,2.74,0,9.288,50,2.22,0.888,3.026,3.026,979.13,245.5,2876,174.3,1.622,1.622,315.09,22.75,-603,-36.5,4.91,4.91,1294.22,268.25,3479,210.8,16.5
0,0,1,5,0,0,245.496,1,1,4.622,3.7,3.7,181.798,1.35,0.991,4.246,7.878,4.178,133.213,1.843,0.981,3.643,15.6,7.722,81.12,3.026,0.938,3.643,15.6,15.6,110.883,1,0.938,3.12,7.288,8.312,70.466,1.574,0.904,2.741,0,7.288,50,2.218,0.889,3.026,3.026,979.13,245.5,2803,169.9,1.622,1.622,291.34,16.22,-505,-30.6,4.91,4.91,1270.47,261.72,3309,200.5,16.5
0,0,1,5,0,0,245.496,1,1,4.622,3.7,3.7,181.798,1.35,0.991,4.071,9.878,6.178,116.627,2.105,0.961,3.648,15.6,5.722,80.946,3.033,0.945,3.648,15.6,15.6,111.111,1,0.945,3.248,9.288,6.312,77.795,1.428,0.929,2.744,0,9.288,50,2.222,0.894,3.033,3.033,979.13,245.5,2869,173.9,1.619,1.619,315.85,22.83,-605,-36.6,4.91,4.91,1294.98,268.32,3474,210.5,16.5
0,0,1,5,0,0,245.496,1,1,4.622,3.7,3.7,181.798,1.35,0.991,4.071,9.878,6.178,116.627,2.105,0.961,3.648,15.6,5.722,80.946,3.033,0.945,3.648,15.6,15.6,111.018,1,0.945,3.124,7.288,8.312,70.503,1.575,0.91,2.745,0,7.288,50,2.22,0.895,3.033,3.033,979.13,245.5,2796,169.5,1.619,1.619,292.02,16.27,-507,-30.7,4.91,4.91,1271.15,261.76,3303,200.2,16.5
0,0,1,5,0,0,245.496,1,1,4.424,5.7,5.7,157.138,1.562,0.97,4.072,9.878,4.178,116.704,2.104,0.962,3.649,15.6,5.722,80.991,3.031,0.945,3.649,15.6,15.6,111.134,1,0.945,3.249,9.288,6.312,77.804,1.428,0.929,2.744,0,9.288,50,2.223,0.895,3.031,3.031,877.41,245.5,2868,173.8,1.62,1.62,315.97,22.84,-604,-36.6,4.91,4.91,1193.38,268.33,3473,210.5,16.5
0,0,1,5,0,0,245.496,1,1,4.424,5.7,5.7,157.138,1.562,0.97,4.072,9.878,4.178,116.704,2.104,0.962,3.649,15.6,5.722,80.991,3.031,0.945,3.649,15.6,15.6,111.04,1,0.945,3.125,7.288,8.312,70.509,1.575,0.911,2.746,0,7.288,50,2.221,0.895,3.031,3.031,877.41,245.5,2795,169.4,1.62,1.62,292.13,16.28,-507,-30.7,4.91,4.91,1169.54,261.77,3302,200.1,16.5
0,0,1,5,0,0,245.496,1,1,4.424,5.7,5.7,157.138,1.562,0.97,3.909,11.878,6.178,102.706,2.39,0.944,3.646,15.6,3.722,81.214,3.023,0.94,3.646,15.6,15.6,111.066,1,0.94,3.247,9.288,6.312,77.778,1.428,0.924,2.742,0,9.288,50,2.221,0.89,3.023,3.023,877.41,245.5,2872,174,1.624,1.624,315.6,22.8,-602,-36.5,4.91,4.91,1193,268.3,3474,210.5,16.5
0,0,1,5,0,0,245.496,1,1,4.424,5.7,5.7,157.138,1.562,0.97,3.909,11.878,6.178,102.706,2.39,0.944,3.646,15.6,3.722,81.214,3.023,0.94,3.646,15.6,15.6,110.973,1,0.94,3.123,7.288,8.312,70.491,1.574,0.906,2.744,0,7.288,50,2.219,0.89,3.023,3.023,877.41,245.5,2799,169.6,1.624,1.624,291.79,16.25,-505,-30.6,4.91,4.91,1169.2,261.75,3304,200.2,16.5
0,0,1,5,0,0,245.496,1,1,4.622,3.7,3.7,181.798,1.35,0.991,3.984,10.878,7.178,109.621,2.239,0.946,3.644,15.6,4.722,81.254,3.021,0.937,3.644,15.6,15.6,111.006,1,0.937,3.244,9.288,6.312,77.755,1.428,0.921,2.741,0,9.288,50,2.22,0.888,3.021,3.021,979.13,245.5,2875,174.2,1.625,1.625,315.26,22.77,-602,-36.5,4.91,4.91,1294.39,268.27,3477,210.7,16.5
0,0,1,5,0,0,245.496,1,1,4.622,3.7,3.7,181.798,1.35,0.991,3.984,10.878,7.178,109.621,2.239,0.946,3.644,15.6,4.722,81.254,3.021,0.937,3.644,15.6,15.6,110.913,1,0.937,3.121,7.288,8.312,70.474,1.574,0.903,2.742,0,7.288,50,2.218,0.888,3.021,3.021,979.13,245.5,2802,169.8,1.625,1.625,291.49,16.23,-505,-30.6,4.91,4.91,1270.62,261.73,3306,200.4,16.5
0,0,1,5,0,0,245.496,1,1,4.622,3.7,3.7,181.798,1.35,0.991,4.158,8.878,5.178,124.462,1.972,0.973,3.648,15.6,6.722,80.894,3.035,0.945,3.648,15.6,15.6,111.102,1,0.945,3.248,9.288,6.312,77.792,1.428,0.929,2.743,0,9.288,50,2.222,0.895,3.035,3.035,979.13,245.5,2870,173.9,1.618,1.618,315.8,22.82,-605,-36.7,4.91,4.91,1294.93,268.32,3475,210.6,16.5
0,0,1,5,0,0,245.496,1,1,4.622,3.7,3.7,181.798,1.35,0.991,4.158,8.878,5.178,124.462,1.972,0.973,3.648,15.6,6.722,80.894,3.035,0.945,3.648,15.6,15.6,111.009,1,0.945,3.124,7.288,8.312,70.501,1.575,0.911,2.745,0,7.288,50,2.22,0.895,3.035,3.035,979.13,245.5,2797,169.5,1.618,1.618,291.97,16.27,-507,-30.7,4.91,4.91,1271.11,261.76,3304,200.2,16.5
0,0,1,5,0,0,245.496,1,1,4.424,5.7,5.7,157.138,1.562,0.97,3.99,10.878,5.178,109.334,2.245,0.954,3.649,15.6,4.722,81.001,3.031,0.945,3.649,15.6,15.6,111.147,1,0.945,3.249,9.288,6.312,77.809,1.428,0.929,2.745,0,9.288,50,2.223,0.895,3.031,3.031,877.41,245.5,2868,173.8,1.62,1.62,316.05,22.84,-604,-36.6,4.91,4.91,1193.45,268.34,3472,210.4,16.5
0,0,1,5,0,0,245.496,1,1,4.424,5.7,5.7,157.138,1.562,0.97,3.99,10.878,5.178,109.334,2.245,0.954,3.649,15.6,4.722,81.001,3.031,0.945,3.649,15.6,15.6,111.053,1,0.945,3.125,7.288,8.312,70.513,1.575,0.911,2.746,0,7.288,50,2.221,0.895,3.031,3.031,877.41,245.5,2795,169.4,1.62,1.62,292.19,16.28,-507,-30.7,4.91,4.91,1169.6,261.78,3301,200.1,16.5
0,0,1,5,0,0,245.496,1,1,4.424,5.7,5.7,157.138,1.562,0.97,4.154,8.878,3.178,124.885,1.966,0.966,3.644,15.6,6.722,81.2,3.023,0.939,3.644,15.6,15.6,111.024,1,0.939,3.245,9.288,6.312,77.762,1.428,0.923,2.741,0,9.288,50,2.22,0.889,3.023,3.023,877.41,245.5,2874,174.2,1.624,1.624,315.36,22.78,-602,-36.5,4.91,4.91,1192.77,268.28,3476,210.7,16.5
0,0,1,5,0,0,245.496,1,1,4.424,5.7,5.7,157.138,1.562,0.97,4.154,8.878,3.178,124.885,1.966,0.966,3.644,15.6,6.722,81.2,3.023,0.939,3.644,15.6,15.6,110.931,1,0.939,3.121,7.288,8.312,70.479,1.574,0.905,2.742,0,7.288,50,2.219,0.889,3.023,3.023,877.41,245.5,2801,169.7,1.624,1.624,291.58,16.24,-505,-30.6,4.91,4.91,1168.99,261.73,3306,200.4,16.5
