粘性,钝度,二维,外-激波后第0激波后马赫数,外-激波后第0激波后方向角,外-激波后第0激波后压缩角,外-激波后第0激波后流道高H,外-激波后第0激波后收缩比,外-激波后第0激波后sigma,外-激波后第1激波后马赫数,外-激波后第1激波后方向角,外-激波后第1激波后压缩角,外-激波后第1激波后流道高H,外-激波后第1激波后收缩比,外-激波后第1激波后sigma,外-激波后第2激波后马赫数,外-激波后第2激波后方向角,外-激波后第2激波后压缩角,外-激波后第2激波后流道高H,外-激波后第2激波后收缩比,外-激波后第2激波后sigma,外-激波后第3激波后马赫数,外-激波后第3激波后方向角,外-激波后第3激波后压缩角,外-激波后第3激波后流道高H,外-激波后第3激波后收缩比,外-激波后第3激波后sigma,内-激波后第0激波后马赫数,内-激波后第0激波后方向角,内-激波后第0激波后压缩角,内-激波后第0激波后流道高H,内-激波后第0激波后收缩比,内-激波后第0激波后sigma,内-激波后第1激波后马赫数,内-激波后第1激波后方向角,内-激波后第1激波后压缩角,内-激波后第1激波后流道高H,内-激波后第1激波后收缩比,内-激波后第1激波后sigma,内-激波后第2激波后马赫数,内-激波后第2激波后方向角,内-激波后第2激波后压缩角,内-激波后第2激波后流道高H,内-激波后第2激波后收缩比,内-激波后第2激波后sigma,压缩位置外压缩段风轴Cr,压缩位置外压缩段体轴Cr,压缩位置外压缩段长度,压缩位置外压缩段高度,压缩位置外压缩段阻力,压缩位置外压缩段比阻,压缩位置内压缩段风轴Cr,压缩位置内压缩段体轴Cr,压缩位置内压缩段长度,压缩位置内压缩段高度,压缩位置内压缩段阻力,压缩位置内压缩段比阻,压缩位置总_压_缩风轴Cr,压缩位置总_压_缩体轴Cr,压缩位置总_压_缩长度,压缩位置总_压_缩高度,压缩位置总_压_缩阻力,压缩位置总_压_缩比阻2,每米宽度流量,压缩位置总_压_缩比阻
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.489,3.7,3.7,194.611,1.433,0.985,4.65,10.878,7.178,107.451,2.595,0.916,4.222,15.6,4.722,75.693,3.684,0.903,4.222,15.6,15.6,125.137,1.0,0.903,3.831,10.6,5.0,89.511,1.398,0.891,3.119,0.0,10.6,50.0,2.503,0.822,3.684,3.684,1295.87,278.82,3004.0,193.8,1.514,1.514,422.1,37.93,-875.0,-56.5,5.576,5.576,1717.97,316.75,3879.0,250.3,15.5,137.3
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.489,3.7,3.7,194.611,1.433,0.985,4.65,10.878,7.178,107.451,2.595,0.916,4.222,15.6,4.722,75.693,3.684,0.903,4.222,15.6,15.6,126.034,1.0,0.903,3.655,8.288,7.312,78.714,1.601,0.869,3.131,0.0,8.288,50.0,2.521,0.838,3.684,3.684,1295.87,278.82,2909.0,187.7,1.514,1.514,384.24,26.43,-758.0,-48.9,5.576,5.576,1680.11,305.25,3667.0,236.6,15.5,138.79999999999998
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.489,3.7,3.7,194.611,1.433,0.985,4.65,10.878,7.178,107.451,2.595,0.916,4.222,15.6,4.722,75.693,3.684,0.903,4.222,15.6,15.6,124.822,1.0,0.903,3.481,6.0,9.6,69.136,1.805,0.834,3.123,0.0,6.0,50.0,2.496,0.823,3.684,3.684,1295.87,278.82,2825.0,182.3,1.514,1.514,345.08,16.75,-589.0,-38.0,5.576,5.576,1640.95,295.57,3414.0,220.3,15.5,144.3
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.489,3.7,3.7,194.611,1.433,0.985,4.65,10.878,7.178,107.451,2.595,0.916,4.222,15.6,4.722,75.693,3.684,0.903,4.222,15.6,15.6,122.404,1.0,0.903,3.327,4.0,11.6,61.788,1.981,0.792,3.1,0.0,4.0,50.0,2.448,0.789,3.684,3.684,1295.87,278.82,2760.0,178.1,1.514,1.514,311.3,9.83,-410.0,-26.4,5.576,5.576,1607.17,288.65,3170.0,204.5,15.5,151.7
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.489,3.7,3.7,194.611,1.433,0.985,4.65,10.878,7.178,107.451,2.595,0.916,4.222,15.6,4.722,75.693,3.684,0.903,4.222,15.6,15.6,119.094,1.0,0.903,3.173,2.0,13.6,55.421,2.149,0.743,3.064,0.0,2.0,50.0,2.382,0.743,3.684,3.684,1295.87,278.82,2702.0,174.3,1.514,1.514,279.16,4.29,-210.0,-13.6,5.576,5.576,1575.03,283.11,2912.0,187.9,15.5,160.70000000000002
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.489,3.7,3.7,194.611,1.433,0.985,4.65,10.878,7.178,107.451,2.595,0.916,4.222,15.6,4.722,75.693,3.684,0.903,4.222,15.6,15.6,115.235,1.0,0.903,3.018,0.0,15.6,50.0,2.305,0.688,3.018,0.0,0.0,50.0,2.305,0.688,3.684,3.684,1295.87,278.82,2649.0,170.9,1.514,1.514,249.43,0.0,0.0,0.0,5.576,5.576,1545.3,278.82,2649.0,170.9,15.5,170.9
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.991,7.878,3.178,134.906,2.067,0.965,4.218,15.6,7.722,75.654,3.685,0.901,4.218,15.6,15.6,125.04,1.0,0.901,3.828,10.6,5.0,89.468,1.398,0.889,3.116,0.0,10.6,50.0,2.501,0.82,3.685,3.685,1215.46,278.82,3008.0,194.1,1.513,1.513,421.47,37.86,-875.0,-56.5,5.576,5.576,1636.94,316.67,3883.0,250.5,15.5,137.6
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.991,7.878,3.178,134.906,2.067,0.965,4.218,15.6,7.722,75.654,3.685,0.901,4.218,15.6,15.6,125.935,1.0,0.901,3.652,8.288,7.312,78.684,1.601,0.867,3.129,0.0,8.288,50.0,2.519,0.836,3.685,3.685,1215.46,278.82,2913.0,187.9,1.513,1.513,383.69,26.38,-758.0,-48.9,5.576,5.576,1599.16,305.2,3670.0,236.8,15.5,139.0
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.991,7.878,3.178,134.906,2.067,0.965,4.218,15.6,7.722,75.654,3.685,0.901,4.218,15.6,15.6,124.726,1.0,0.901,3.478,6.0,9.6,69.117,1.805,0.832,3.12,0.0,6.0,50.0,2.495,0.821,3.685,3.685,1215.46,278.82,2829.0,182.5,1.513,1.513,344.62,16.72,-589.0,-38.0,5.576,5.576,1560.08,295.54,3418.0,220.5,15.5,144.5
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.991,7.878,3.178,134.906,2.067,0.965,4.218,15.6,7.722,75.654,3.685,0.901,4.218,15.6,15.6,122.315,1.0,0.901,3.325,4.0,11.6,61.777,1.98,0.79,3.097,0.0,4.0,50.0,2.446,0.788,3.685,3.685,1215.46,278.82,2764.0,178.3,1.513,1.513,310.91,9.81,-409.0,-26.4,5.576,5.576,1526.37,288.63,3174.0,204.7,15.5,151.9
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.991,7.878,3.178,134.906,2.067,0.965,4.218,15.6,7.722,75.654,3.685,0.901,4.218,15.6,15.6,119.014,1.0,0.901,3.171,2.0,13.6,55.416,2.148,0.741,3.062,0.0,2.0,50.0,2.38,0.741,3.685,3.685,1215.46,278.82,2706.0,174.6,1.513,1.513,278.84,4.29,-210.0,-13.6,5.576,5.576,1494.3,283.11,2916.0,188.1,15.5,161.0
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.991,7.878,3.178,134.906,2.067,0.965,4.218,15.6,7.722,75.654,3.685,0.901,4.218,15.6,15.6,115.164,1.0,0.901,3.016,0.0,15.6,50.0,2.303,0.686,3.016,0.0,0.0,50.0,2.303,0.686,3.685,3.685,1215.46,278.82,2653.0,171.1,1.513,1.513,249.17,0.0,0.0,0.0,5.576,5.576,1464.63,278.82,2653.0,171.1,15.5,171.1
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.88,8.878,4.178,124.383,2.242,0.957,4.229,15.6,6.722,75.169,3.709,0.915,4.229,15.6,15.6,125.328,1.0,0.915,3.837,10.6,5.0,89.594,1.399,0.903,3.123,0.0,10.6,50.0,2.507,0.833,3.709,3.709,1215.46,278.82,2996.0,193.3,1.503,1.503,423.33,38.07,-883.0,-57.0,5.576,5.576,1638.79,316.89,3879.0,250.3,15.5,136.3
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.88,8.878,4.178,124.383,2.242,0.957,4.229,15.6,6.722,75.169,3.709,0.915,4.229,15.6,15.6,126.229,1.0,0.915,3.661,8.288,7.312,78.773,1.602,0.881,3.136,0.0,8.288,50.0,2.525,0.849,3.709,3.709,1215.46,278.82,2901.0,187.2,1.503,1.503,385.32,26.52,-764.0,-49.3,5.576,5.576,1600.78,305.34,3665.0,236.5,15.5,137.89999999999998
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.88,8.878,4.178,124.383,2.242,0.957,4.229,15.6,6.722,75.169,3.709,0.915,4.229,15.6,15.6,125.01,1.0,0.915,3.486,6.0,9.6,69.173,1.807,0.845,3.127,0.0,6.0,50.0,2.5,0.834,3.709,3.709,1215.46,278.82,2817.0,181.8,1.503,1.503,345.99,16.81,-594.0,-38.3,5.576,5.576,1561.45,295.63,3412.0,220.1,15.5,143.5
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.88,8.878,4.178,124.383,2.242,0.957,4.229,15.6,6.722,75.169,3.709,0.915,4.229,15.6,15.6,122.579,1.0,0.915,3.332,4.0,11.6,61.809,1.983,0.803,3.104,0.0,4.0,50.0,2.452,0.8,3.709,3.709,1215.46,278.82,2752.0,177.6,1.503,1.503,312.06,9.86,-413.0,-26.7,5.576,5.576,1527.52,288.68,3165.0,204.2,15.5,150.9
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.88,8.878,4.178,124.383,2.242,0.957,4.229,15.6,6.722,75.169,3.709,0.915,4.229,15.6,15.6,119.252,1.0,0.915,3.178,2.0,13.6,55.43,2.151,0.752,3.069,0.0,2.0,50.0,2.385,0.752,3.709,3.709,1215.46,278.82,2694.0,173.8,1.503,1.503,279.79,4.31,-212.0,-13.7,5.576,5.576,1495.26,283.12,2906.0,187.5,15.5,160.10000000000002
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.88,8.878,4.178,124.383,2.242,0.957,4.229,15.6,6.722,75.169,3.709,0.915,4.229,15.6,15.6,115.375,1.0,0.915,3.022,0.0,15.6,50.0,2.307,0.696,3.022,0.0,0.0,50.0,2.307,0.696,3.709,3.709,1215.46,278.82,2641.0,170.4,1.503,1.503,249.95,0.0,0.0,0.0,5.576,5.576,1465.42,278.82,2641.0,170.4,15.5,170.4
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.77,9.878,5.178,115.102,2.422,0.945,4.233,15.6,5.722,75.051,3.715,0.92,4.233,15.6,15.6,125.434,1.0,0.92,3.841,10.6,5.0,89.64,1.399,0.908,3.126,0.0,10.6,50.0,2.509,0.837,3.715,3.715,1215.46,278.82,2992.0,193.0,1.501,1.501,424.01,38.15,-885.0,-57.1,5.576,5.576,1639.47,316.97,3877.0,250.1,15.5,135.9
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.77,9.878,5.178,115.102,2.422,0.945,4.233,15.6,5.722,75.051,3.715,0.92,4.233,15.6,15.6,126.337,1.0,0.92,3.664,8.288,7.312,78.805,1.603,0.885,3.139,0.0,8.288,50.0,2.527,0.853,3.715,3.715,1215.46,278.82,2897.0,186.9,1.501,1.501,385.91,26.58,-766.0,-49.4,5.576,5.576,1601.37,305.4,3663.0,236.3,15.5,137.5
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.77,9.878,5.178,115.102,2.422,0.945,4.233,15.6,5.722,75.051,3.715,0.92,4.233,15.6,15.6,125.114,1.0,0.92,3.489,6.0,9.6,69.194,1.808,0.849,3.13,0.0,6.0,50.0,2.502,0.838,3.715,3.715,1215.46,278.82,2813.0,181.5,1.501,1.501,346.49,16.84,-596.0,-38.4,5.576,5.576,1561.96,295.66,3409.0,219.9,15.5,143.1
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.77,9.878,5.178,115.102,2.422,0.945,4.233,15.6,5.722,75.051,3.715,0.92,4.233,15.6,15.6,122.676,1.0,0.92,3.335,4.0,11.6,61.821,1.984,0.806,3.107,0.0,4.0,50.0,2.454,0.803,3.715,3.715,1215.46,278.82,2748.0,177.3,1.501,1.501,312.48,9.88,-414.0,-26.7,5.576,5.576,1527.95,288.7,3162.0,204.0,15.5,150.60000000000002
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.77,9.878,5.178,115.102,2.422,0.945,4.233,15.6,5.722,75.051,3.715,0.92,4.233,15.6,15.6,119.34,1.0,0.92,3.18,2.0,13.6,55.435,2.153,0.756,3.071,0.0,2.0,50.0,2.387,0.755,3.715,3.715,1215.46,278.82,2690.0,173.5,1.501,1.501,280.14,4.31,-212.0,-13.7,5.576,5.576,1495.61,283.13,2902.0,187.2,15.5,159.8
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.77,9.878,5.178,115.102,2.422,0.945,4.233,15.6,5.722,75.051,3.715,0.92,4.233,15.6,15.6,115.452,1.0,0.92,3.025,0.0,15.6,50.0,2.309,0.699,3.025,0.0,0.0,50.0,2.309,0.699,3.715,3.715,1215.46,278.82,2637.0,170.1,1.501,1.501,250.24,0.0,0.0,0.0,5.576,5.576,1465.7,278.82,2637.0,170.1,15.5,170.1
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.66,10.878,6.178,106.931,2.607,0.928,4.23,15.6,4.722,75.27,3.704,0.915,4.23,15.6,15.6,125.361,1.0,0.915,3.838,10.6,5.0,89.609,1.399,0.903,3.124,0.0,10.6,50.0,2.507,0.832,3.704,3.704,1215.46,278.82,2995.0,193.2,1.505,1.505,423.54,38.1,-882.0,-56.9,5.576,5.576,1639.0,316.92,3877.0,250.1,15.5,136.29999999999998
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.66,10.878,6.178,106.931,2.607,0.928,4.23,15.6,4.722,75.27,3.704,0.915,4.23,15.6,15.6,126.263,1.0,0.915,3.662,8.288,7.312,78.783,1.603,0.881,3.137,0.0,8.288,50.0,2.525,0.848,3.704,3.704,1215.46,278.82,2900.0,187.1,1.505,1.505,385.5,26.54,-764.0,-49.3,5.576,5.576,1600.96,305.36,3663.0,236.3,15.5,137.8
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.66,10.878,6.178,106.931,2.607,0.928,4.23,15.6,4.722,75.27,3.704,0.915,4.23,15.6,15.6,125.042,1.0,0.915,3.487,6.0,9.6,69.18,1.808,0.844,3.128,0.0,6.0,50.0,2.501,0.833,3.704,3.704,1215.46,278.82,2816.0,181.7,1.505,1.505,346.15,16.82,-594.0,-38.3,5.576,5.576,1561.61,295.64,3410.0,220.0,15.5,143.39999999999998
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.66,10.878,6.178,106.931,2.607,0.928,4.23,15.6,4.722,75.27,3.704,0.915,4.23,15.6,15.6,122.609,1.0,0.915,3.333,4.0,11.6,61.813,1.984,0.802,3.105,0.0,4.0,50.0,2.452,0.799,3.704,3.704,1215.46,278.82,2751.0,177.5,1.505,1.505,312.19,9.87,-413.0,-26.6,5.576,5.576,1527.65,288.68,3164.0,204.1,15.5,150.9
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.66,10.878,6.178,106.931,2.607,0.928,4.23,15.6,4.722,75.27,3.704,0.915,4.23,15.6,15.6,119.279,1.0,0.915,3.178,2.0,13.6,55.432,2.152,0.752,3.069,0.0,2.0,50.0,2.386,0.752,3.704,3.704,1215.46,278.82,2693.0,173.7,1.505,1.505,279.9,4.31,-212.0,-13.7,5.576,5.576,1495.37,283.13,2904.0,187.4,15.5,160.0
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.66,10.878,6.178,106.931,2.607,0.928,4.23,15.6,4.722,75.27,3.704,0.915,4.23,15.6,15.6,115.399,1.0,0.915,3.023,0.0,15.6,50.0,2.308,0.696,3.023,0.0,0.0,50.0,2.308,0.696,3.704,3.704,1215.46,278.82,2640.0,170.3,1.505,1.505,250.04,0.0,0.0,0.0,5.576,5.576,1465.5,278.82,2640.0,170.3,15.5,170.3
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.549,11.878,7.178,99.746,2.795,0.908,4.221,15.6,3.722,75.795,3.679,0.901,4.221,15.6,15.6,125.118,1.0,0.901,3.83,10.6,5.0,89.502,1.398,0.89,3.118,0.0,10.6,50.0,2.502,0.82,3.679,3.679,1215.46,278.82,3005.0,193.9,1.516,1.516,421.98,37.91,-874.0,-56.4,5.576,5.576,1637.44,316.73,3879.0,250.3,15.5,137.5
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.549,11.878,7.178,99.746,2.795,0.908,4.221,15.6,3.722,75.795,3.679,0.901,4.221,15.6,15.6,126.015,1.0,0.901,3.654,8.288,7.312,78.708,1.601,0.868,3.131,0.0,8.288,50.0,2.52,0.836,3.679,3.679,1215.46,278.82,2910.0,187.7,1.516,1.516,384.13,26.42,-757.0,-48.8,5.576,5.576,1599.6,305.24,3666.0,236.5,15.5,138.89999999999998
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.549,11.878,7.178,99.746,2.795,0.908,4.221,15.6,3.722,75.795,3.679,0.901,4.221,15.6,15.6,124.803,1.0,0.901,3.48,6.0,9.6,69.132,1.805,0.832,3.122,0.0,6.0,50.0,2.496,0.821,3.679,3.679,1215.46,278.82,2826.0,182.3,1.516,1.516,344.99,16.75,-588.0,-38.0,5.576,5.576,1560.46,295.56,3414.0,220.3,15.5,144.3
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.549,11.878,7.178,99.746,2.795,0.908,4.221,15.6,3.722,75.795,3.679,0.901,4.221,15.6,15.6,122.387,1.0,0.901,3.327,4.0,11.6,61.786,1.981,0.791,3.099,0.0,4.0,50.0,2.448,0.788,3.679,3.679,1215.46,278.82,2761.0,178.1,1.516,1.516,311.22,9.83,-409.0,-26.4,5.576,5.576,1526.68,288.64,3170.0,204.5,15.5,151.7
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.549,11.878,7.178,99.746,2.795,0.908,4.221,15.6,3.722,75.795,3.679,0.901,4.221,15.6,15.6,119.079,1.0,0.901,3.172,2.0,13.6,55.42,2.149,0.742,3.064,0.0,2.0,50.0,2.382,0.741,3.679,3.679,1215.46,278.82,2702.0,174.4,1.516,1.516,279.1,4.29,-210.0,-13.5,5.576,5.576,1494.56,283.11,2912.0,187.9,15.5,160.9
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.356,4.7,4.7,178.287,1.564,0.972,4.549,11.878,7.178,99.746,2.795,0.908,4.221,15.6,3.722,75.795,3.679,0.901,4.221,15.6,15.6,115.221,1.0,0.901,3.018,0.0,15.6,50.0,2.304,0.687,3.018,0.0,0.0,50.0,2.304,0.687,3.679,3.679,1215.46,278.82,2650.0,170.9,1.516,1.516,249.38,0.0,0.0,0.0,5.576,5.576,1464.84,278.82,2650.0,170.9,15.5,170.9
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.872,8.878,3.178,125.05,2.23,0.946,4.223,15.6,6.722,75.63,3.687,0.905,4.223,15.6,15.6,125.168,1.0,0.905,3.832,10.6,5.0,89.524,1.398,0.893,3.119,0.0,10.6,50.0,2.503,0.823,3.687,3.687,1140.98,278.82,3003.0,193.7,1.513,1.513,422.3,37.95,-876.0,-56.5,5.576,5.576,1563.28,316.77,3879.0,250.3,15.5,137.2
0.0,0.0,1.0,6.0,0.0,0.0,278.818,1.0,1.0,5.222,5.7,5.7,164.117,1.699,0.952,4.872,8.878,3.178,125.05,2.23,0.946,4.223,15.6,6.722,75.63,3.687,0.905,4.223,15.6,15.6,126.066,1.0,0.905,3.656,8.288,7.312,78.724,1.601,0.871,3.132,0.0,8.288,50.0,2.521,0.839,3.687,3.687,1140.98,278.82,2907.0,187.6,1.513,1.513,384.42,26.44,-759.0,-49.0,5.576,5.576,1525.4,305.26,3666.0,236.5,15.5,138.6
