粘性,钝度,二维,第1壁面切向角,第2壁面切向角,第3壁面切向角,第4壁面切向角,来流马赫数,喉道高度,喉道马赫数,流量系数,总压恢复系数,比阻,内收缩比,总收缩比,捕获流量
0,0,1,3.397,8.275,14.7,0,6,278.818,3.142,1,0.722,157.2,1.597,5.576,15.5
0,0,1,3.397,9.275,14.7,9.827,6,278.818,3.237,1,0.851,131.2,1.598,5.576,15.5
0,0,1,3.397,9.275,14.7,7.827,6,278.818,3.247,1,0.864,132.1,1.598,5.576,15.5
0,0,1,3.397,9.275,14.7,5.827,6,278.818,3.24,1,0.852,135.8,1.598,5.576,15.5
0,0,1,3.397,9.275,14.7,3.827,6,278.818,3.218,1,0.82,141.7,1.598,5.576,15.5
0,0,1,3.397,9.275,14.7,1.827,6,278.818,3.183,1,0.773,149.4,1.598,5.576,15.5
0,0,1,3.397,9.275,14.7,0,6,278.818,3.142,1,0.721,157.1,1.598,5.576,15.5
0,0,1,3.397,10.275,14.7,9.827,6,278.818,3.232,1,0.841,132,1.608,5.576,15.5
0,0,1,3.397,10.275,14.7,7.827,6,278.818,3.242,1,0.854,132.9,1.608,5.576,15.5
0,0,1,3.397,10.275,14.7,5.827,6,278.818,3.236,1,0.842,136.5,1.608,5.576,15.5
0,0,1,3.397,10.275,14.7,3.827,6,278.818,3.214,1,0.811,142.4,1.608,5.576,15.5
0,0,1,3.397,10.275,14.7,1.827,6,278.818,3.179,1,0.764,149.8,1.608,5.576,15.5
0,0,1,3.397,10.275,14.7,0,6,278.818,3.138,1,0.714,157.6,1.608,5.576,15.5
0,0,1,4.397,7.275,14.7,9.827,6,278.818,3.229,1,0.838,132.3,1.607,5.576,15.5
0,0,1,4.397,7.275,14.7,7.827,6,278.818,3.239,1,0.851,133.2,1.607,5.576,15.5
0,0,1,4.397,7.275,14.7,5.827,6,278.818,3.233,1,0.84,136.8,1.607,5.576,15.5
0,0,1,4.397,7.275,14.7,3.827,6,278.818,3.211,1,0.808,142.6,1.607,5.576,15.5
0,0,1,4.397,7.275,14.7,1.827,6,278.818,3.177,1,0.762,150.1,1.607,5.576,15.5
0,0,1,4.397,7.275,14.7,0,6,278.818,3.135,1,0.712,157.8,1.607,5.576,15.5
0,0,1,4.397,8.275,14.7,9.827,6,278.818,3.237,1,0.852,131.2,1.597,5.576,15.5
0,0,1,4.397,8.275,14.7,7.827,6,278.818,3.247,1,0.865,132,1.597,5.576,15.5
0,0,1,4.397,8.275,14.7,5.827,6,278.818,3.24,1,0.853,135.8,1.597,5.576,15.5
0,0,1,4.397,8.275,14.7,3.827,6,278.818,3.219,1,0.821,141.7,1.597,5.576,15.5
0,0,1,4.397,8.275,14.7,1.827,6,278.818,3.184,1,0.773,149.3,1.597,5.576,15.5
0,0,1,4.397,8.275,14.7,0,6,278.818,3.142,1,0.722,157.1,1.597,5.576,15.5
0,0,1,4.397,9.275,14.7,9.827,6,278.818,3.239,1,0.856,130.7,1.594,5.576,15.5
0,0,1,4.397,9.275,14.7,7.827,6,278.818,3.25,1,0.869,131.6,1.594,5.576,15.5
0,0,1,4.397,9.275,14.7,5.827,6,278.818,3.243,1,0.857,135.4,1.594,5.576,15.5
0,0,1,4.397,9.275,14.7,3.827,6,278.818,3.221,1,0.825,141.4,1.594,5.576,15.5
0,0,1,4.397,9.275,14.7,1.827,6,278.818,3.186,1,0.777,149,1.594,5.576,15.5
0,0,1,4.397,9.275,14.7,0,6,278.818,3.145,1,0.726,156.9,1.594,5.576,15.5
0,0,1,4.397,10.275,14.7,9.827,6,278.818,3.238,1,0.852,131.1,1.598,5.576,15.5
0,0,1,4.397,10.275,14.7,7.827,6,278.818,3.248,1,0.865,132,1.598,5.576,15.5
0,0,1,4.397,10.275,14.7,5.827,6,278.818,3.241,1,0.853,135.7,1.598,5.576,15.5
0,0,1,4.397,10.275,14.7,3.827,6,278.818,3.22,1,0.821,141.6,1.598,5.576,15.5
0,0,1,4.397,10.275,14.7,1.827,6,278.818,3.185,1,0.774,149.2,1.598,5.576,15.5
0,0,1,4.397,10.275,14.7,0,6,278.818,3.143,1,0.722,157,1.598,5.576,15.5
0,0,1,4.397,11.275,14.7,9.827,6,278.818,3.232,1,0.84,132.1,1.609,5.576,15.5
0,0,1,4.397,11.275,14.7,7.827,6,278.818,3.242,1,0.853,132.9,1.609,5.576,15.5
0,0,1,4.397,11.275,14.7,5.827,6,278.818,3.235,1,0.841,136.6,1.609,5.576,15.5
0,0,1,4.397,11.275,14.7,3.827,6,278.818,3.214,1,0.81,142.4,1.609,5.576,15.5
0,0,1,4.397,11.275,14.7,1.827,6,278.818,3.179,1,0.763,149.9,1.609,5.576,15.5
0,0,1,4.397,11.275,14.7,0,6,278.818,3.138,1,0.713,157.6,1.609,5.576,15.5
0,0,1,5.397,8.275,14.7,9.827,6,278.818,3.233,1,0.843,131.9,1.606,5.576,15.5
0,0,1,5.397,8.275,14.7,7.827,6,278.818,3.243,1,0.856,132.7,1.606,5.576,15.5
0,0,1,5.397,8.275,14.7,5.827,6,278.818,3.236,1,0.844,136.4,1.606,5.576,15.5
0,0,1,5.397,8.275,14.7,3.827,6,278.818,3.215,1,0.812,142.3,1.606,5.576,15.5
0,0,1,5.397,8.275,14.7,1.827,6,278.818,3.18,1,0.766,149.7,1.606,5.576,15.5
0,0,1,5.397,8.275,14.7,0,6,278.818,3.139,1,0.715,157.5,1.606,5.576,15.5
0,0,1,5.397,9.275,14.7,9.827,6,278.818,3.237,1,0.851,131.1,1.6,5.576,15.5
0,0,1,5.397,9.275,14.7,7.827,6,278.818,3.248,1,0.864,132,1.6,5.576,15.5
0,0,1,5.397,9.275,14.7,5.827,6,278.818,3.241,1,0.852,135.7,1.6,5.576,15.5
0,0,1,5.397,9.275,14.7,3.827,6,278.818,3.219,1,0.82,141.7,1.6,5.576,15.5
0,0,1,5.397,9.275,14.7,1.827,6,278.818,3.184,1,0.773,149.3,1.6,5.576,15.5
0,0,1,5.397,9.275,14.7,0,6,278.818,3.143,1,0.722,157,1.6,5.576,15.5
0,0,1,5.397,10.275,14.7,9.827,6,278.818,3.238,1,0.852,131.1,1.6,5.576,15.5
0,0,1,5.397,10.275,14.7,7.827,6,278.818,3.248,1,0.864,132,1.6,5.576,15.5
0,0,1,5.397,10.275,14.7,5.827,6,278.818,3.242,1,0.853,135.6,1.6,5.576,15.5
0,0,1,5.397,10.275,14.7,3.827,6,278.818,3.22,1,0.821,141.7,1.6,5.576,15.5
0,0,1,5.397,10.275,14.7,1.827,6,278.818,3.185,1,0.773,149.2,1.6,5.576,15.5
0,0,1,5.397,10.275,14.7,0,6,278.818,3.143,1,0.722,157,1.6,5.576,15.5
0,0,1,5.397,11.275,14.7,9.827,6,278.818,3.235,1,0.845,131.6,1.606,5.576,15.5
0,0,1,5.397,11.275,14.7,7.827,6,278.818,3.245,1,0.857,132.5,1.606,5.576,15.5
0,0,1,5.397,11.275,14.7,5.827,6,278.818,3.238,1,0.846,136.2,1.606,5.576,15.5
0,0,1,5.397,11.275,14.7,3.827,6,278.818,3.217,1,0.814,142.1,1.606,5.576,15.5
0,0,1,5.397,11.275,14.7,1.827,6,278.818,3.182,1,0.767,149.5,1.606,5.576,15.5
0,0,1,5.397,11.275,14.7,0,6,278.818,3.14,1,0.716,157.3,1.606,5.576,15.5
0,0,1,6.397,9.275,14.7,9.827,6,278.818,3.231,1,0.837,132.3,1.614,5.576,15.5
0,0,1,6.397,9.275,14.7,7.827,6,278.818,3.241,1,0.849,133.1,1.614,5.576,15.5
0,0,1,6.397,9.275,14.7,5.827,6,278.818,3.234,1,0.838,136.8,1.614,5.576,15.5
0,0,1,6.397,9.275,14.7,3.827,6,278.818,3.213,1,0.806,142.6,1.614,5.576,15.5
0,0,1,6.397,9.275,14.7,1.827,6,278.818,3.178,1,0.76,150,1.614,5.576,15.5
0,0,1,6.397,9.275,14.7,0,6,278.818,3.137,1,0.71,157.7,1.614,5.576,15.5
0,0,1,6.397,10.275,14.7,9.827,6,278.818,3.233,1,0.84,132,1.611,5.576,15.5
0,0,1,6.397,10.275,14.7,7.827,6,278.818,3.243,1,0.853,132.8,1.611,5.576,15.5
0,0,1,6.397,10.275,14.7,5.827,6,278.818,3.237,1,0.842,136.4,1.611,5.576,15.5
0,0,1,6.397,10.275,14.7,3.827,6,278.818,3.215,1,0.81,142.3,1.611,5.576,15.5
0,0,1,6.397,10.275,14.7,1.827,6,278.818,3.18,1,0.763,149.8,1.611,5.576,15.5
0,0,1,6.397,10.275,14.7,0,6,278.818,3.139,1,0.713,157.5,1.611,5.576,15.5
0,0,1,6.397,11.275,14.7,9.827,6,278.818,3.232,1,0.838,132.2,1.614,5.576,15.5
0,0,1,6.397,11.275,14.7,7.827,6,278.818,3.242,1,0.851,133,1.614,5.576,15.5
0,0,1,6.397,11.275,14.7,5.827,6,278.818,3.236,1,0.839,136.6,1.614,5.576,15.5
0,0,1,6.397,11.275,14.7,3.827,6,278.818,3.214,1,0.808,142.5,1.614,5.576,15.5
0,0,1,6.397,11.275,14.7,1.827,6,278.818,3.179,1,0.761,149.9,1.614,5.576,15.5
0,0,1,2.076,6.621,13.7,9.305,7,316.433,3.718,1,0.799,126.2,1.652,6.329,15
0,0,1,2.076,6.621,13.7,7.305,7,316.433,3.732,1,0.816,127.1,1.652,6.329,15
0,0,1,2.076,6.621,13.7,5.305,7,316.433,3.722,1,0.801,131.6,1.652,6.329,15
0,0,1,2.076,6.621,13.7,3.305,7,316.433,3.692,1,0.761,138.9,1.652,6.329,15
0,0,1,2.076,6.621,13.7,0,7,316.433,3.605,1,0.662,154.7,1.652,6.329,15
0,0,1,2.076,7.621,13.7,9.305,7,316.433,3.722,1,0.805,125.7,1.649,6.329,15
0,0,1,2.076,7.621,13.7,7.305,7,316.433,3.736,1,0.822,126.6,1.649,6.329,15
0,0,1,2.076,7.621,13.7,5.305,7,316.433,3.727,1,0.807,131.1,1.649,6.329,15
0,0,1,2.076,7.621,13.7,3.305,7,316.433,3.696,1,0.766,138.5,1.649,6.329,15
0,0,1,2.076,7.621,13.7,0,7,316.433,3.608,1,0.666,154.3,1.649,6.329,15
0,0,1,2.076,8.621,13.7,9.305,7,316.433,3.718,1,0.796,126.3,1.659,6.329,15
0,0,1,2.076,8.621,13.7,7.305,7,316.433,3.732,1,0.813,127.2,1.659,6.329,15
0,0,1,2.076,8.621,13.7,5.305,7,316.433,3.723,1,0.798,131.7,1.659,6.329,15
0,0,1,2.076,8.621,13.7,3.305,7,316.433,3.693,1,0.758,138.9,1.659,6.329,15
0,0,1,2.076,8.621,13.7,0,7,316.433,3.605,1,0.659,154.6,1.659,6.329,15
0,0,1,3.076,6.621,13.7,9.305,7,316.433,3.721,1,0.807,125.6,1.645,6.329,15
0,0,1,3.076,6.621,13.7,7.305,7,316.433,3.736,1,0.823,126.5,1.645,6.329,15
0,0,1,3.076,6.621,13.7,5.305,7,316.433,3.726,1,0.808,131,1.645,6.329,15
0,0,1,3.076,6.621,13.7,3.305,7,316.433,3.696,1,0.768,138.4,1.645,6.329,15
0,0,1,3.076,6.621,13.7,0,7,316.433,3.608,1,0.667,154.3,1.645,6.329,15
0,0,1,3.076,7.621,13.7,9.305,7,316.433,3.729,1,0.819,124.5,1.635,6.329,15
0,0,1,3.076,7.621,13.7,7.305,7,316.433,3.744,1,0.836,125.4,1.635,6.329,15
0,0,1,3.076,7.621,13.7,5.305,7,316.433,3.734,1,0.821,130,1.635,6.329,15
0,0,1,3.076,7.621,13.7,3.305,7,316.433,3.703,1,0.779,137.5,1.635,6.329,15
0,0,1,3.076,7.621,13.7,0,7,316.433,3.615,1,0.677,153.7,1.635,6.329,15
0,0,1,3.076,8.621,13.7,9.305,7,316.433,3.73,1,0.818,124.5,1.637,6.329,15
0,0,1,3.076,8.621,13.7,7.305,7,316.433,3.744,1,0.835,125.5,1.637,6.329,15
0,0,1,3.076,8.621,13.7,5.305,7,316.433,3.735,1,0.82,130.1,1.637,6.329,15
0,0,1,3.076,8.621,13.7,3.305,7,316.433,3.704,1,0.779,137.6,1.637,6.329,15
0,0,1,3.076,8.621,13.7,0,7,316.433,3.616,1,0.676,153.6,1.637,6.329,15
0,0,1,3.076,9.621,13.7,9.305,7,316.433,3.723,1,0.806,125.6,1.651,6.329,15
0,0,1,3.076,9.621,13.7,7.305,7,316.433,3.737,1,0.822,126.5,1.651,6.329,15
0,0,1,3.076,9.621,13.7,5.305,7,316.433,3.728,1,0.807,131,1.651,6.329,15
0,0,1,3.076,9.621,13.7,3.305,7,316.433,3.697,1,0.767,138.4,1.651,6.329,15
0,0,1,3.076,9.621,13.7,0,7,316.433,3.61,1,0.666,154.2,1.651,6.329,15
0,0,1,4.076,6.621,13.7,9.305,7,316.433,3.719,1,0.802,126,1.65,6.329,15
0,0,1,4.076,6.621,13.7,7.305,7,316.433,3.734,1,0.819,126.9,1.65,6.329,15
0,0,1,4.076,6.621,13.7,5.305,7,316.433,3.724,1,0.804,131.4,1.65,6.329,15
0,0,1,4.076,6.621,13.7,3.305,7,316.433,3.694,1,0.763,138.7,1.65,6.329,15
0,0,1,4.076,6.621,13.7,0,7,316.433,3.606,1,0.664,154.5,1.65,6.329,15
0,0,1,4.076,7.621,13.7,9.305,7,316.433,3.73,1,0.82,124.5,1.635,6.329,15
0,0,1,4.076,7.621,13.7,7.305,7,316.433,3.744,1,0.837,125.3,1.635,6.329,15
0,0,1,4.076,7.621,13.7,5.305,7,316.433,3.735,1,0.822,130,1.635,6.329,15
0,0,1,4.076,7.621,13.7,3.305,7,316.433,3.704,1,0.78,137.5,1.635,6.329,15
0,0,1,4.076,7.621,13.7,0,7,316.433,3.616,1,0.677,153.6,1.635,6.329,15
0,0,1,4.076,8.621,13.7,9.305,7,316.433,3.734,1,0.826,123.9,1.631,6.329,15
0,0,1,4.076,8.621,13.7,7.305,7,316.433,3.748,1,0.843,124.9,1.631,6.329,15
0,0,1,4.076,8.621,13.7,5.305,7,316.433,3.739,1,0.828,129.5,1.631,6.329,15
0,0,1,4.076,8.621,13.7,3.305,7,316.433,3.708,1,0.786,137,1.631,6.329,15
0,0,1,4.076,8.621,13.7,0,7,316.433,3.62,1,0.682,153.3,1.631,6.329,15
0,0,1,4.076,9.621,13.7,9.305,7,316.433,3.732,1,0.82,124.3,1.637,6.329,15
0,0,1,4.076,9.621,13.7,7.305,7,316.433,3.746,1,0.837,125.3,1.637,6.329,15
0,0,1,4.076,9.621,13.7,5.305,7,316.433,3.736,1,0.822,129.9,1.637,6.329,15
0,0,1,4.076,9.621,13.7,3.305,7,316.433,3.706,1,0.78,137.3,1.637,6.329,15
0,0,1,4.076,9.621,13.7,0,7,316.433,3.617,1,0.678,153.5,1.637,6.329,15
0,0,1,4.076,10.621,13.7,9.305,7,316.433,3.723,1,0.804,125.7,1.652,6.329,15
0,0,1,4.076,10.621,13.7,7.305,7,316.433,3.737,1,0.821,126.6,1.652,6.329,15
0,0,1,4.076,10.621,13.7,5.305,7,316.433,3.728,1,0.806,131.1,1.652,6.329,15
0,0,1,4.076,10.621,13.7,3.305,7,316.433,3.697,1,0.766,138.4,1.652,6.329,15
0,0,1,4.076,10.621,13.7,0,7,316.433,3.609,1,0.665,154.2,1.652,6.329,15
0,0,1,5.076,7.621,13.7,9.305,7,316.433,3.725,1,0.808,125.4,1.648,6.329,15
0,0,1,5.076,7.621,13.7,7.305,7,316.433,3.739,1,0.825,126.2,1.648,6.329,15
0,0,1,5.076,7.621,13.7,5.305,7,316.433,3.729,1,0.81,130.9,1.648,6.329,15
0,0,1,5.076,7.621,13.7,3.305,7,316.433,3.699,1,0.769,138.2,1.648,6.329,15
0,0,1,5.076,7.621,13.7,0,7,316.433,3.611,1,0.668,154.1,1.648,6.329,15
0,0,1,5.076,8.621,13.7,9.305,7,316.433,3.731,1,0.819,124.5,1.639,6.329,15
0,0,1,5.076,8.621,13.7,7.305,7,316.433,3.745,1,0.836,125.3,1.639,6.329,15
0,0,1,5.076,8.621,13.7,5.305,7,316.433,3.736,1,0.821,130,1.639,6.329,15
0,0,1,5.076,8.621,13.7,3.305,7,316.433,3.705,1,0.779,137.5,1.639,6.329,15
0,0,1,5.076,8.621,13.7,0,7,316.433,3.617,1,0.677,153.5,1.639,6.329,15
0,0,1,5.076,9.621,13.7,9.305,7,316.433,3.732,1,0.82,124.4,1.639,6.329,15
0,0,1,5.076,9.621,13.7,7.305,7,316.433,3.746,1,0.837,125.3,1.639,6.329,15
0,0,1,5.076,9.621,13.7,5.305,7,316.433,3.737,1,0.821,129.9,1.639,6.329,15
0,0,1,5.076,9.621,13.7,3.305,7,316.433,3.706,1,0.78,137.4,1.639,6.329,15
0,0,1,5.076,9.621,13.7,0,7,316.433,3.618,1,0.677,153.4,1.639,6.329,15
0,0,1,5.076,10.621,13.7,9.305,7,316.433,3.727,1,0.81,125.1,1.648,6.329,15
0,0,1,5.076,10.621,13.7,7.305,7,316.433,3.741,1,0.827,126,1.648,6.329,15
0,0,1,5.076,10.621,13.7,5.305,7,316.433,3.732,1,0.812,130.5,1.648,6.329,15
0,0,1,5.076,10.621,13.7,3.305,7,316.433,3.701,1,0.771,137.9,1.648,6.329,15
0,0,1,5.076,10.621,13.7,0,7,316.433,3.613,1,0.67,153.9,1.648,6.329,15
0,0,1,6.076,8.621,13.7,9.305,7,316.433,3.722,1,0.799,126,1.66,6.329,15
0,0,1,6.076,8.621,13.7,7.305,7,316.433,3.736,1,0.816,126.9,1.66,6.329,15
0,0,1,6.076,8.621,13.7,5.305,7,316.433,3.726,1,0.801,131.3,1.66,6.329,15
0,0,1,6.076,8.621,13.7,3.305,7,316.433,3.696,1,0.761,138.6,1.66,6.329,15
0,0,1,6.076,8.621,13.7,0,7,316.433,3.608,1,0.661,154.3,1.66,6.329,15
0,0,1,6.076,9.621,13.7,9.305,7,316.433,3.725,1,0.805,125.6,1.656,6.329,15
0,0,1,6.076,9.621,13.7,7.305,7,316.433,3.739,1,0.821,126.4,1.656,6.329,15
0,0,1,6.076,9.621,13.7,5.305,7,316.433,3.73,1,0.806,130.9,1.656,6.329,15
0,0,1,6.076,9.621,13.7,3.305,7,316.433,3.699,1,0.766,138.2,1.656,6.329,15
0,0,1,6.076,9.621,13.7,0,7,316.433,3.611,1,0.665,154,1.656,6.329,15
0,0,1,6.076,10.621,13.7,9.305,7,316.433,3.723,1,0.801,125.9,1.659,6.329,15
0,0,1,6.076,10.621,13.7,7.305,7,316.433,3.737,1,0.818,126.7,1.659,6.329,15
0,0,1,6.076,10.621,13.7,5.305,7,316.433,3.728,1,0.803,131.2,1.659,6.329,15
0,0,1,6.076,10.621,13.7,3.305,7,316.433,3.698,1,0.763,138.5,1.659,6.329,15
0,0,1,6.076,10.621,13.7,0,7,316.433,3.61,1,0.663,154.2,1.659,6.329,15
